section,variable,documented_unit,documented_meaning,documented_access,semantic,fsgap_classification,fsgap_field_or_gap,audit_note,source
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Landing Lights","Bool","Whether the left landing light switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Landing Lights","Bool","Whether the right landing light switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Nose Landing Lights","Bool","Whether the nose landing light switch is on","READ","CONTROL_POSITION","DEFER","","Exterior light switch. A future ExteriorLights section could carry it; no consumer today.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Emergency Lights","Enum","The position of the emergency lights switch: 0 = Off, 1 = Arm, 2 = On","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Seat Belt Lights","Enum","The position of the seat belt sign switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X No PED Lights","Enum","The position of the no portable electronic devices sign switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Aural Warn Inhibit","Bool","Whether the aural warning inhibit switch is active","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Aural Warn Inhibit Lamp","Bool","Whether the aural warning inhibit lamp is illuminated","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Gear Inhibit","Bool","Whether the TAWS gear warning inhibit switch is active","READ","CONTROL_POSITION","DEFER","","Warning inhibit switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Gear Inhibit Lamp","Bool","Whether the TAWS gear inhibit lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Terrain Inhibit","Bool","Whether the TAWS terrain warning inhibit switch is active","READ","CONTROL_POSITION","DEFER","","Warning inhibit switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Terrain Inhibit Lamp","Bool","Whether the TAWS terrain inhibit lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Flaps Inhibit","Bool","Whether the TAWS flaps warning inhibit switch is active","READ","CONTROL_POSITION","DEFER","","Warning inhibit switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS Flaps Inhibit Lamp","Bool","Whether the TAWS flaps inhibit lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS GS Inhibit","Bool","Whether the TAWS glideslope warning inhibit switch is active","READ","CONTROL_POSITION","DEFER","","Warning inhibit switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X TAWS GS Inhibit Lamp","Bool","Whether the TAWS glideslope inhibit lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Lighting/Door Panel","L:A22X Parking Brake","Bool","Whether the parking brake handle is set, as monitored by the lighting/door panel (used to enable ground-only functions like the cabin door lights)","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-B1 LandingGear.ParkingBrakeSet, P1","Commanded on. Stock BRAKE PARKING POSITION is the generic candidate to compare live.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Engine Panel","L:A22X Continuous Ignition","Bool","Whether the continuous ignition switch is on","READ","CONTROL_POSITION","DEFER","","Engine panel control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Engine Panel","L:A22X Continuous Ignition Lamp","Bool","Whether the continuous ignition ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Engine Panel","L:A22X Eng Start Mode","Enum","The position of the engine start mode selector: 0 = L Eng Crank, 1 = Auto, 2 = R Eng Crank","READ","CONTROL_POSITION","DEFER","","Engine panel control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Alternate Gear","Bool","Whether the alternate (emergency) gear extension handle has been pulled","READ","CONTROL_POSITION","DEFER","","Alternate / reversion control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Gear Aural","Bool","Read/write: whether the landing gear aural warning has sounded; also used to signal a cancel of the warning, and is cleared automatically at the end of each tick","READ_WRITE","EVENT","AMBIGUOUS","","Read/write, cleared automatically each tick.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Gear Aural Lamp","Bool","Whether the gear aural warning cancel lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Nose Steer Off","Bool","Whether the nose wheel steering off switch is selected","READ","CONTROL_POSITION","DEFER","","Alternate / reversion control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Nose Steer Off Lamp","Bool","Whether the nose steering OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Alternate Brake","Bool","Whether the alternate brake system switch is selected","READ","CONTROL_POSITION","DEFER","","Alternate / reversion control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Landing Gear Panel","L:A22X Alternate Brake Lamp","Bool","Whether the alternate brake ON lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle 1 TLA","Number","The animated position of throttle lever 1, mapped from the calibrated throttle command","ANIMATION","ANIMATION_ONLY","NOT_RELEVANT","","Documented as animation/model-driven. Never a control surface or an actual position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle 2 TLA","Number","The animated position of throttle lever 2, mapped from the calibrated throttle command","ANIMATION","ANIMATION_ONLY","NOT_RELEVANT","","Documented as animation/model-driven. Never a control surface or an actual position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle Type","Number","The throttle calibration mode: axis, axis with reverse button, or button-only","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle L Idle","Number","The calibrated axis position of the left throttle's forward-idle detent","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle R Idle","Number","The calibrated axis position of the right throttle's forward-idle detent","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle L Rev Idle","Number","The calibrated axis position of the left throttle's reverse-idle detent","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle R Rev Idle","Number","The calibrated axis position of the right throttle's reverse-idle detent","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle L Raw","Number","The raw (uncalibrated) input position of the left throttle axis","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Engine / Throttle Quadrant Assembly (TQA)","L:A22X Throttle R Raw","Number","The raw (uncalibrated) input position of the right throttle axis","READ","CONTROL_POSITION","NOT_RELEVANT","","Throttle calibration / raw axis. GENERAL ENG THROTTLE LEVER POSITION is the generic candidate.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flaps / Flap/Slat Control Panel","L:A22X Flap Lever","Number","The commanded position of the flap lever (0-5, one of the 6 detents)","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-C1 FlightControls.FlapsDetentIndex (0-5), P1","Commanded detent. FLAPS HANDLE INDEX is also set by the aircraft since 1.0.4 (changelog).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flaps / Flap/Slat Control Panel","L:A22X Alternate Flap","Bool","If the alternate (electric/manual) flap extension mode is selected","READ","CONTROL_POSITION","DEFER","","Alternate / reversion control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Fuel System","L:A22X Gravity Transfer","Bool","If gravity transfer between tanks is enabled (hardwired cockpit control, not a software setting)","READ","CONTROL_POSITION","DEFER","GAP G-F1 (P2)","Fuel transfer control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Flight Plan Interface","L:A22X Flight Plan Modified","Bool","Set when the active flight plan has been modified and not yet executed (drives the EXEC prompt/light)","READ","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Flight Plan Interface","L:A22X Flight Plan Cancel","Bool","Read/write flag used to cancel a pending (unexecuted) flight-plan modification","READ_WRITE","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Flight Plan Interface","L:A22X Flight Plan Execute","Bool","Read/write flag used to execute a pending flight-plan modification","READ_WRITE","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Guidance Manager","L:INI_PAUSE_AT_TOD_ENABLED","Bool","If the ""pause at top of descent"" simulator option is enabled","READ","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Guidance Manager","L:INI_PAUSE_AT_TOD_DISTANCE","Number","The distance before top of descent, in nautical miles, at which the simulator should pause when that option is enabled","READ","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Flight Management System (FMS) / Guidance Manager","L:A22X Paused at TOD","Bool","Set once the simulator has paused for the top-of-descent pause feature, so it is only triggered once per approach to TOD","READ","EVENT","NOT_RELEVANT","","FMS / simulator option flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Standby Instrument (ISI)","L:A22X ISI Brightness","Number","The ISI display's backlight brightness (0.0-1.0), also used to compute its electrical power draw","READ","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Standby Instrument (ISI)","L:A22X ISI ADS Reversion","Bool","Momentary read/write flag used to toggle which Air Data Smart Probe (ADSP 3 or 4) the ISI derives its air data from","READ_WRITE","CONTROL_POSITION","DEFER","","Reversion pushbutton pressed. Not an IRS mode (section 33).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Standby Instrument (ISI)","L:A22X ISI Altimeter Set","Number","Read/write barostatic setting increment/decrement applied to the ISI's barometric altimeter setting each tick","READ_WRITE","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Standby Instrument (ISI)","L:A22X ISI Altimeter STD","Bool","Read/write flag that sets the ISI's altimeter to the standard (STD) 29.92""/1013 hPa setting","READ_WRITE","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Landing Gear","L:A22X L Tiller","Bool","If the tiller steering handle is disconnected (e.g. for pedal-only steering)","READ","CONTROL_POSITION","DEFER","","Alternate / reversion control; no consumer need identified.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L Altimeter HPA","Bool","Sets altimeter unit between inHG (0) and hPa (1)","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R Altimeter hPa","Bool","Sets altimeter unit between inHG (0) and hPa (1)","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L Altimeter Set","Number","Increments or decrements when set to -1 or +1, respectively","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R Altimeter Set","Number","Increments or decrements when set to -1 or +1, respectively","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L Altimeter STD","Bool","Sets altimeter to standard when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R Altimeter Std","Bool","Sets altimeter to standard when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L Nav Source","Bool","Toggles guidance nav source between FMS and NAV when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R Nav Source","Bool","Toggles guidance nav source between FMS and NAV when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L CTP Crosstune","Bool","Toggles CTP crosstuning when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R CTP Crosstune","Bool","Toggles CTP crosstuning when set","WRITE_ACTION","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L CTP Brightness","Percent over 100","Sets CTP brightness, from off (0) to full bright (1)","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R CTP Brightness","Percent over 100","Sets CTP brightness, from off (0) to full bright (1)","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X L CTP Backlight","Percent over 100","CTP backlight brightness, from off (0) to full bright (1)","READ","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Control Tuning Panel (CTP)","L:A22X R CTP Backlight","Percent over 100","CTP backlight brightness, from off (0) to full bright (1)","READ","CONTROL_POSITION","NOT_RELEVANT","","Lighting / display control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Tx Channel","Enum","Writes which radio channel (VHF1/2/3, HF1/2, SAT, CAB, or none) is currently selected for transmission","READ","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X ACP VHF1","Bool","Read/write flag for the audio control panel's VHF1 transmit-select button press","READ_WRITE","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X ACP VHF2","Bool","Read/write flag for the audio control panel's VHF2 transmit-select button press","READ_WRITE","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X ACP VHF3","Bool","Read/write flag for the audio control panel's VHF3 transmit-select button press","READ_WRITE","EVENT","NOT_RELEVANT","","Radio / altimeter action flag.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Internal Test","Bool","Reads whether the RIU's built-in aural warning self-test has been triggered","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Radio Alt","Bool","Whether a radio-altitude callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Decision Height","Bool","Whether the ""decision height"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Approaching Decision Height","Bool","Whether the ""approaching decision height"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Decide","Bool","Whether the ""decide"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Minimum","Bool","Whether the ""minimum"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Minimums","Bool","Whether the ""minimums"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Minimums Minimums","Bool","Whether the ""minimums, minimums"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Approaching Minimums","Bool","Whether the ""approaching minimums"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 2500","Bool","Whether the radio-altitude ""2500"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 1000","Bool","Whether the radio-altitude ""1000"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 500","Bool","Whether the radio-altitude ""500"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 400","Bool","Whether the radio-altitude ""400"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 300","Bool","Whether the radio-altitude ""300"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 200","Bool","Whether the radio-altitude ""200"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 100","Bool","Whether the radio-altitude ""100"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 80","Bool","Whether the radio-altitude ""80"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 60","Bool","Whether the radio-altitude ""60"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 50","Bool","Whether the radio-altitude ""50"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
